Skills,Experience,Education,Certifications,Job_Role,Salary_Expectation,Projects_Count,AI_Score,Recruiter_Decision,Education_Ordinal,Certifications_Encoded,Job_Role_Encoded,Education_Encoded,ModelB_Hire_Prob,ModelB_Prediction,ModelB_Pred_Label,ModelB_Rank
"React, Java",4,PhD,Google ML,Software Engineer,51742,6,82.2,Reject,4,2,3,4,0.7052,1,Hire,769
"SQL, Java, React, C++",3,M.Tech,Google ML,Software Engineer,52454,9,96.9,Hire,3,2,3,2,0.7052,1,Hire,769
"Java, SQL, C++",0,B.Sc,AWS Certified,Software Engineer,52290,2,33.4,Reject,2,0,3,0,0.7052,1,Hire,769
"React, C++, Java, SQL",5,B.Sc,,Software Engineer,89191,3,90.8,Hire,2,3,3,0,0.7043,1,Hire,778
"C++, Java",0,B.Sc,,Software Engineer,89148,8,49.0,Reject,2,3,3,0,0.7043,1,Hire,778
"SQL, Deep Learning, Machine Learning",9,B.Sc,Google ML,Data Scientist,89128,0,96.0,Hire,2,2,2,0,0.7043,1,Hire,778
"Pytorch, Python",5,B.Tech,Deep Learning Specialization,AI Researcher,89338,1,79.5,Hire,2,1,0,1,0.7043,1,Hire,778
"Cybersecurity, Ethical Hacking, Networking, Linux",6,M.Tech,,Cybersecurity Analyst,98876,2,83.3,Reject,3,3,1,2,0.7005,1,Hire,782
"Cybersecurity, Networking",4,PhD,,Cybersecurity Analyst,98557,2,51.6,Reject,4,3,1,4,0.7005,1,Hire,782
"SQL, Machine Learning",5,M.Tech,AWS Certified,Data Scientist,99076,8,100.0,Hire,3,0,2,2,0.7005,1,Hire,782
"C++, React, Java, SQL",9,M.Tech,,Software Engineer,99057,8,100.0,Hire,3,3,3,2,0.7005,1,Hire,782
"C++, Java, SQL",3,PhD,Deep Learning Specialization,Software Engineer,98746,4,75.0,Hire,4,1,3,4,0.7005,1,Hire,782
"React, C++",7,M.Tech,AWS Certified,Software Engineer,98988,10,99.9,Hire,3,0,3,2,0.7005,1,Hire,782
"TensorFlow, Python",10,PhD,AWS Certified,AI Researcher,98659,6,100.0,Hire,4,0,0,4,0.7005,1,Hire,782
"SQL, Deep Learning",4,PhD,,Data Scientist,97719,8,91.7,Hire,4,3,2,4,0.6956,1,Hire,789
"Ethical Hacking, Networking, Linux",8,PhD,,Cybersecurity Analyst,97521,7,100.0,Hire,4,3,1,4,0.6956,1,Hire,789
"TensorFlow, Python, Pytorch, NLP",2,B.Sc,Deep Learning Specialization,AI Researcher,97529,4,62.1,Hire,2,1,0,0,0.6956,1,Hire,789
"Networking, Ethical Hacking",0,B.Tech,,Cybersecurity Analyst,97659,4,33.7,Hire,2,3,1,1,0.6956,1,Hire,789
"Linux, Ethical Hacking, Cybersecurity, Networking",8,M.Tech,,Cybersecurity Analyst,76830,2,100.0,Hire,3,3,1,2,0.6948,1,Hire,793
"C++, React, SQL, Java",9,B.Tech,Google ML,Software Engineer,76854,9,100.0,Hire,2,2,3,1,0.6948,1,Hire,793
"Linux, Networking, Ethical Hacking",10,B.Tech,,Cybersecurity Analyst,91447,5,100.0,Hire,2,3,1,1,0.6948,1,Hire,793
"Machine Learning, SQL",2,MBA,Deep Learning Specialization,Data Scientist,90929,7,67.5,Hire,3,1,2,3,0.6948,1,Hire,793
"SQL, Machine Learning, Deep Learning",3,PhD,,Data Scientist,91090,2,55.5,Reject,4,3,2,4,0.6948,1,Hire,793
"Cybersecurity, Linux",8,B.Sc,Google ML,Cybersecurity Analyst,90950,10,100.0,Hire,2,2,1,0,0.6948,1,Hire,793
"Pytorch, TensorFlow, NLP, Python",0,B.Tech,Deep Learning Specialization,AI Researcher,91064,10,76.5,Hire,2,1,0,1,0.6948,1,Hire,793
"Machine Learning, Python",5,B.Tech,Google ML,Data Scientist,91581,4,88.9,Reject,2,2,2,1,0.6948,1,Hire,793
"Deep Learning, Python",9,B.Tech,Google ML,Data Scientist,91723,8,100.0,Hire,2,2,2,1,0.6948,1,Hire,793
"Python, Pytorch, TensorFlow, NLP",9,M.Tech,,AI Researcher,91064,5,89.7,Hire,3,3,0,2,0.6948,1,Hire,793
"Cybersecurity, Linux, Networking, Ethical Hacking",0,M.Tech,AWS Certified,Cybersecurity Analyst,77105,4,49.2,Reject,3,0,1,2,0.6948,1,Hire,793
"Java, React, SQL",1,PhD,,Software Engineer,91756,1,37.2,Reject,4,3,3,4,0.6948,1,Hire,793
"Machine Learning, Python, Deep Learning",0,B.Tech,Deep Learning Specialization,Data Scientist,91454,1,28.6,Hire,2,1,2,1,0.6948,1,Hire,793
"Linux, Networking, Cybersecurity, Ethical Hacking",7,PhD,,Cybersecurity Analyst,91604,3,93.2,Hire,4,3,1,4,0.6948,1,Hire,793
"Ethical Hacking, Linux, Networking",3,M.Tech,,Cybersecurity Analyst,95288,3,58.9,Reject,3,3,1,2,0.6936,1,Hire,807
"Python, NLP",3,B.Sc,,AI Researcher,95270,7,75.2,Hire,2,3,0,0,0.6936,1,Hire,807
"Machine Learning, Python, Deep Learning, SQL",5,M.Tech,Deep Learning Specialization,Data Scientist,95222,5,100.0,Hire,3,1,2,2,0.6936,1,Hire,807
"Python, TensorFlow",6,B.Sc,Google ML,AI Researcher,116788,2,83.6,Hire,2,2,0,0,0.6913,1,Hire,810
"Python, Machine Learning, Deep Learning",0,B.Tech,Google ML,Data Scientist,116661,3,31.1,Reject,2,2,2,1,0.6913,1,Hire,810
"C++, Java, React, SQL",1,PhD,,Software Engineer,116556,0,30.6,Reject,4,3,3,4,0.6913,1,Hire,810
"Machine Learning, Python, SQL",6,B.Tech,Deep Learning Specialization,Data Scientist,116481,8,100.0,Hire,2,1,2,1,0.6913,1,Hire,810
"C++, React, Java",9,B.Tech,Deep Learning Specialization,Software Engineer,76157,8,93.8,Hire,2,1,3,1,0.6891,1,Hire,814
"Ethical Hacking, Linux, Networking, Cybersecurity",0,B.Tech,Google ML,Cybersecurity Analyst,76108,5,47.2,Reject,2,2,1,1,0.6891,1,Hire,814
"Pytorch, NLP, Python",3,M.Tech,AWS Certified,AI Researcher,76100,6,81.0,Hire,3,0,0,2,0.6891,1,Hire,814
"Pytorch, Python, NLP",2,B.Tech,,AI Researcher,94786,4,48.5,Reject,2,3,0,1,0.6847,1,Hire,817
"Pytorch, NLP, Python, TensorFlow",1,M.Tech,Google ML,AI Researcher,94795,7,82.2,Hire,3,2,0,2,0.6847,1,Hire,817
"Pytorch, Python",8,B.Tech,AWS Certified,AI Researcher,94680,10,99.6,Hire,2,0,0,1,0.6847,1,Hire,817
"Linux, Cybersecurity, Ethical Hacking",2,B.Sc,,Cybersecurity Analyst,60533,2,47.5,Reject,2,3,1,0,0.6828,1,Hire,820
"NLP, Pytorch, TensorFlow",1,B.Tech,AWS Certified,AI Researcher,60718,1,31.5,Hire,2,0,0,1,0.6828,1,Hire,820
"Python, TensorFlow, Pytorch, NLP",0,M.Tech,AWS Certified,AI Researcher,60579,1,39.3,Hire,3,0,0,2,0.6828,1,Hire,820
"Cybersecurity, Ethical Hacking, Linux",9,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,59885,2,100.0,Hire,2,1,1,1,0.6801,1,Hire,823
"Pytorch, TensorFlow",9,PhD,Google ML,AI Researcher,59856,2,95.6,Hire,4,2,0,4,0.6801,1,Hire,823
"SQL, Python",10,B.Tech,AWS Certified,Data Scientist,59926,4,85.3,Reject,2,0,2,1,0.6801,1,Hire,823
"Deep Learning, SQL, Machine Learning",3,B.Tech,,Data Scientist,94832,3,59.3,Hire,2,3,2,1,0.6772,1,Hire,826
"Ethical Hacking, Networking",6,M.Tech,,Cybersecurity Analyst,94810,7,100.0,Hire,3,3,1,2,0.6772,1,Hire,826
"TensorFlow, Pytorch, Python, NLP",10,B.Tech,AWS Certified,AI Researcher,94952,6,94.2,Reject,2,0,0,1,0.6772,1,Hire,826
"SQL, Python, Machine Learning",4,M.Tech,AWS Certified,Data Scientist,95486,6,94.7,Hire,3,0,2,2,0.6748,1,Hire,829
"TensorFlow, Python, NLP",10,MBA,,AI Researcher,95290,0,90.5,Hire,3,3,0,3,0.6748,1,Hire,829
"TensorFlow, NLP, Python, Pytorch",3,B.Sc,,AI Researcher,95357,8,94.0,Reject,2,3,0,0,0.6748,1,Hire,829
"NLP, TensorFlow",8,MBA,,AI Researcher,64722,1,96.8,Hire,3,3,0,3,0.6747,1,Hire,832
"Pytorch, TensorFlow, NLP",1,MBA,AWS Certified,AI Researcher,64694,9,81.0,Hire,3,0,0,3,0.6747,1,Hire,832
"Deep Learning, Python, SQL",3,B.Sc,Google ML,Data Scientist,64716,2,50.4,Reject,2,2,2,0,0.6747,1,Hire,832
"Machine Learning, Python, SQL",2,MBA,Deep Learning Specialization,Data Scientist,84205,4,70.1,Hire,3,1,2,3,0.6742,1,Hire,835
"SQL, Deep Learning, Machine Learning, Python",1,PhD,,Data Scientist,84161,6,62.0,Hire,4,3,2,4,0.6742,1,Hire,835
"Machine Learning, Python, SQL",10,B.Sc,,Data Scientist,84036,5,100.0,Hire,2,3,2,0,0.6742,1,Hire,835
"Python, Deep Learning",2,B.Tech,AWS Certified,Data Scientist,83979,5,62.4,Reject,2,0,2,1,0.6742,1,Hire,835
"Deep Learning, Python, SQL, Machine Learning",1,PhD,AWS Certified,Data Scientist,84131,3,53.6,Reject,4,0,2,4,0.6742,1,Hire,835
"Pytorch, TensorFlow, NLP",2,M.Tech,Google ML,AI Researcher,76264,4,71.3,Reject,3,2,0,2,0.6671,1,Hire,840
"SQL, Java, C++, React",9,M.Tech,,Software Engineer,76224,5,100.0,Hire,3,3,3,2,0.6671,1,Hire,840
"C++, Java, React",5,MBA,AWS Certified,Software Engineer,76625,10,99.9,Hire,3,0,3,3,0.6671,1,Hire,840
"TensorFlow, NLP, Python",1,M.Tech,,AI Researcher,76442,2,29.4,Reject,3,3,0,2,0.6671,1,Hire,840
"Linux, Ethical Hacking",2,M.Tech,AWS Certified,Cybersecurity Analyst,76342,4,52.2,Reject,3,0,1,2,0.6671,1,Hire,840
"Python, Deep Learning",5,B.Tech,,Data Scientist,67218,3,80.6,Hire,2,3,2,1,0.6629,1,Hire,845
"NLP, Pytorch, TensorFlow",9,MBA,Deep Learning Specialization,AI Researcher,67341,8,100.0,Hire,3,1,0,3,0.6629,1,Hire,845
"Java, SQL, C++, React",3,B.Tech,Deep Learning Specialization,Software Engineer,67414,0,52.7,Reject,2,1,3,1,0.6629,1,Hire,845
"Pytorch, Python, NLP, TensorFlow",0,M.Tech,Deep Learning Specialization,AI Researcher,67037,9,78.0,Reject,3,1,0,2,0.6629,1,Hire,845
"SQL, Python",8,MBA,Deep Learning Specialization,Data Scientist,75286,10,100.0,Hire,3,1,2,3,0.6621,1,Hire,849
"TensorFlow, Python",1,MBA,,AI Researcher,75420,6,54.3,Reject,3,3,0,3,0.6621,1,Hire,849
"Cybersecurity, Linux, Ethical Hacking",3,B.Sc,AWS Certified,Cybersecurity Analyst,75300,5,77.6,Hire,2,0,1,0,0.6621,1,Hire,849
"Python, TensorFlow, Pytorch",0,M.Tech,,AI Researcher,75275,1,24.7,Reject,3,3,0,2,0.6621,1,Hire,849
"Ethical Hacking, Networking",5,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,75413,4,92.1,Hire,3,1,1,2,0.6621,1,Hire,849
"Pytorch, NLP",0,M.Tech,Deep Learning Specialization,AI Researcher,96555,5,43.1,Reject,3,1,0,2,0.6619,1,Hire,854
"SQL, Deep Learning, Python",9,B.Sc,Google ML,Data Scientist,96487,0,100.0,Hire,2,2,2,0,0.6619,1,Hire,854
"SQL, Java, React",3,B.Sc,,Software Engineer,96280,9,96.4,Hire,2,3,3,0,0.6619,1,Hire,854
"Java, C++, React, SQL",8,B.Sc,,Software Engineer,89042,1,100.0,Hire,2,3,3,0,0.6604,1,Hire,857
"Deep Learning, Machine Learning",4,B.Tech,Google ML,Data Scientist,88986,2,68.9,Reject,2,2,2,1,0.6604,1,Hire,857
"Deep Learning, SQL",2,PhD,,Data Scientist,89120,3,36.2,Hire,4,3,2,4,0.6604,1,Hire,857
"Python, Deep Learning, SQL, Machine Learning",5,MBA,Google ML,Data Scientist,69257,0,80.2,Reject,3,2,2,3,0.6597,1,Hire,860
"SQL, Python",9,PhD,Deep Learning Specialization,Data Scientist,69101,8,100.0,Hire,4,1,2,4,0.6597,1,Hire,860
"React, C++, Java, SQL",5,MBA,Deep Learning Specialization,Software Engineer,68881,8,95.9,Hire,3,1,3,3,0.6597,1,Hire,860
"Java, SQL, React, C++",10,B.Sc,Deep Learning Specialization,Software Engineer,69145,4,92.4,Hire,2,1,3,0,0.6597,1,Hire,860
"Python, NLP",5,B.Sc,Google ML,AI Researcher,54525,8,100.0,Hire,2,2,0,0,0.6571,1,Hire,864
"Python, Pytorch, TensorFlow",0,MBA,Deep Learning Specialization,AI Researcher,54236,6,44.8,Hire,3,1,0,3,0.6571,1,Hire,864
"Pytorch, Python",4,M.Tech,AWS Certified,AI Researcher,54228,1,64.2,Reject,3,0,0,2,0.6571,1,Hire,864
"NLP, Pytorch, TensorFlow, Python",0,MBA,Deep Learning Specialization,AI Researcher,70137,9,73.4,Hire,3,1,0,3,0.6548,1,Hire,867
"Python, TensorFlow",3,B.Sc,AWS Certified,AI Researcher,70067,3,62.3,Reject,2,0,0,0,0.6548,1,Hire,867
"Networking, Cybersecurity, Linux",9,B.Tech,Google ML,Cybersecurity Analyst,69810,0,100.0,Hire,2,2,1,1,0.6548,1,Hire,867
"Pytorch, Python, NLP, TensorFlow",9,MBA,Deep Learning Specialization,AI Researcher,117784,3,89.2,Hire,3,1,0,3,0.6472,0,Reject,870
"Ethical Hacking, Cybersecurity, Linux",1,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,117772,2,45.1,Reject,2,1,1,0,0.6472,0,Reject,870
"Java, React",9,B.Tech,Google ML,Software Engineer,117897,0,92.1,Reject,2,2,3,1,0.6472,0,Reject,870
"React, SQL, C++, Java",0,B.Sc,Google ML,Software Engineer,118032,2,38.9,Reject,2,2,3,0,0.6472,0,Reject,870
"Networking, Ethical Hacking",0,PhD,Deep Learning Specialization,Cybersecurity Analyst,63561,5,47.7,Reject,4,1,1,4,0.6409,1,Hire,874
"Machine Learning, Deep Learning, SQL",0,B.Sc,AWS Certified,Data Scientist,63564,6,54.3,Hire,2,0,2,0,0.6409,1,Hire,874
"Ethical Hacking, Linux, Networking",7,B.Sc,,Cybersecurity Analyst,63601,10,100.0,Hire,2,3,1,0,0.6409,1,Hire,874
"React, Java, C++, SQL",3,PhD,Google ML,Software Engineer,63537,2,68.3,Hire,4,2,3,4,0.6409,1,Hire,874
"Pytorch, TensorFlow, NLP",4,M.Tech,Google ML,AI Researcher,63556,10,100.0,Hire,3,2,0,2,0.6409,1,Hire,874
"Pytorch, TensorFlow, NLP, Python",1,M.Tech,,AI Researcher,63713,0,31.0,Reject,3,3,0,2,0.6409,1,Hire,874
"Python, NLP, Pytorch",1,MBA,Google ML,AI Researcher,113921,1,29.8,Hire,3,2,0,3,0.6361,1,Hire,880
"TensorFlow, NLP",0,B.Tech,Google ML,AI Researcher,113855,9,69.2,Hire,2,2,0,1,0.6361,1,Hire,880
"Python, SQL, Machine Learning",10,MBA,Google ML,Data Scientist,114118,2,99.6,Hire,3,2,2,3,0.6361,1,Hire,880
"NLP, Pytorch",2,B.Sc,Deep Learning Specialization,AI Researcher,113947,8,73.9,Reject,2,1,0,0,0.6361,1,Hire,880
"Ethical Hacking, Networking, Linux, Cybersecurity",8,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,114147,4,98.5,Hire,2,1,1,0,0.6361,1,Hire,880
"C++, Java",5,B.Tech,Deep Learning Specialization,Software Engineer,116922,0,71.2,Hire,2,1,3,1,0.6354,1,Hire,885
"SQL, Deep Learning",6,B.Tech,Deep Learning Specialization,Data Scientist,116832,1,81.1,Reject,2,1,2,1,0.6354,1,Hire,885
"Pytorch, Python",8,B.Sc,AWS Certified,AI Researcher,116934,10,96.3,Hire,2,0,0,0,0.6354,1,Hire,885
"Machine Learning, Python, SQL",0,MBA,Google ML,Data Scientist,116814,5,41.1,Hire,3,2,2,3,0.6354,1,Hire,885
"SQL, Java, C++",1,PhD,Deep Learning Specialization,Software Engineer,88945,7,74.6,Hire,4,1,3,4,0.6191,1,Hire,889
"Machine Learning, Python, SQL",10,M.Tech,Google ML,Data Scientist,88678,3,100.0,Hire,3,2,2,2,0.6191,1,Hire,889
"Pytorch, Python, TensorFlow",0,B.Tech,,AI Researcher,88958,4,37.0,Reject,2,3,0,1,0.6191,1,Hire,889
"TensorFlow, Pytorch, Python, NLP",7,B.Sc,AWS Certified,AI Researcher,55614,4,98.9,Hire,2,0,0,0,0.6185,1,Hire,892
"SQL, Python, Machine Learning",10,PhD,AWS Certified,Data Scientist,55716,0,93.3,Hire,4,0,2,4,0.6185,1,Hire,892
"SQL, Python, Machine Learning, Deep Learning",7,B.Sc,AWS Certified,Data Scientist,55431,2,93.5,Hire,2,0,2,0,0.6185,1,Hire,892
"Python, SQL, Machine Learning",3,PhD,Google ML,Data Scientist,55365,1,58.3,Reject,4,2,2,4,0.6185,1,Hire,892
"Python, NLP",5,B.Tech,,AI Researcher,55494,8,91.1,Reject,2,3,0,1,0.6185,1,Hire,892
"Machine Learning, Python, Deep Learning",2,B.Tech,Deep Learning Specialization,Data Scientist,55376,7,77.7,Hire,2,1,2,1,0.6185,1,Hire,892
"Python, Machine Learning, SQL, Deep Learning",7,PhD,AWS Certified,Data Scientist,62092,2,90.2,Hire,4,0,2,4,0.6133,1,Hire,898
"Networking, Cybersecurity, Ethical Hacking, Linux",0,PhD,AWS Certified,Cybersecurity Analyst,62201,5,55.9,Reject,4,0,1,4,0.6133,1,Hire,898
"Python, TensorFlow",0,MBA,Google ML,AI Researcher,61991,1,16.8,Reject,3,2,0,3,0.6133,1,Hire,898
"Networking, Linux",3,MBA,,Cybersecurity Analyst,97811,6,70.1,Reject,3,3,1,3,0.6099,1,Hire,901
"Cybersecurity, Ethical Hacking, Networking, Linux",3,MBA,AWS Certified,Cybersecurity Analyst,97789,5,77.1,Reject,3,0,1,3,0.6099,1,Hire,901
"Python, Machine Learning, Deep Learning",0,B.Sc,Deep Learning Specialization,Data Scientist,97987,10,75.7,Hire,2,1,2,0,0.6099,1,Hire,901
"Networking, Cybersecurity, Ethical Hacking, Linux",4,B.Tech,,Cybersecurity Analyst,113477,2,69.1,Hire,2,3,1,1,0.5997,1,Hire,904
"SQL, Machine Learning, Deep Learning",0,B.Tech,Deep Learning Specialization,Data Scientist,113435,2,35.1,Reject,2,1,2,1,0.5997,1,Hire,904
"C++, React",9,MBA,,Software Engineer,113428,2,95.4,Reject,3,3,3,3,0.5997,1,Hire,904
"C++, React",7,PhD,,Software Engineer,113418,1,74.8,Reject,4,3,3,4,0.5997,1,Hire,904
"NLP, Python, Pytorch, TensorFlow",1,B.Sc,AWS Certified,AI Researcher,113470,4,51.0,Hire,2,0,0,0,0.5997,1,Hire,904
"Ethical Hacking, Cybersecurity, Networking",8,B.Tech,,Cybersecurity Analyst,66329,0,99.4,Hire,2,3,1,1,0.5981,1,Hire,909
"Java, React, SQL, C++",6,M.Tech,Google ML,Software Engineer,66936,5,100.0,Hire,3,2,3,2,0.5981,1,Hire,909
"NLP, Pytorch, TensorFlow",7,B.Tech,Deep Learning Specialization,AI Researcher,66221,4,90.5,Hire,2,1,0,1,0.5981,1,Hire,909
"Linux, Networking, Cybersecurity, Ethical Hacking",3,B.Tech,,Cybersecurity Analyst,66379,6,90.4,Hire,2,3,1,1,0.5981,1,Hire,909
"Ethical Hacking, Cybersecurity, Linux",6,MBA,Google ML,Cybersecurity Analyst,66802,1,81.4,Reject,3,2,1,3,0.5981,1,Hire,909
"NLP, TensorFlow, Python",3,M.Tech,,AI Researcher,66403,10,94.2,Hire,3,3,0,2,0.5981,1,Hire,909
"Pytorch, TensorFlow, Python, NLP",4,B.Tech,,AI Researcher,66621,5,74.9,Reject,2,3,0,1,0.5981,1,Hire,909
"Machine Learning, Python, SQL",2,B.Tech,,Data Scientist,44219,4,54.3,Hire,2,3,2,1,0.5959,1,Hire,916
"React, Java",3,B.Sc,,Software Engineer,44106,0,39.7,Reject,2,3,3,0,0.5959,1,Hire,916
"Pytorch, Python",0,B.Sc,Deep Learning Specialization,AI Researcher,44226,7,52.9,Reject,2,1,0,0,0.5959,1,Hire,916
"SQL, C++, Java, React",3,M.Tech,Google ML,Software Engineer,44121,0,59.3,Hire,3,2,3,2,0.5959,1,Hire,916
"Ethical Hacking, Cybersecurity",9,MBA,,Cybersecurity Analyst,44150,6,97.7,Hire,3,3,1,3,0.5959,1,Hire,916
"TensorFlow, Python, NLP, Pytorch",1,B.Sc,AWS Certified,AI Researcher,40186,1,45.4,Hire,2,0,0,0,0.5911,1,Hire,921
"Linux, Networking, Cybersecurity, Ethical Hacking",1,B.Sc,,Cybersecurity Analyst,40222,10,71.5,Hire,2,3,1,0,0.5911,1,Hire,921
"Machine Learning, Python",8,B.Sc,,Data Scientist,40162,7,93.5,Hire,2,3,2,0,0.5911,1,Hire,921
"NLP, Pytorch, Python",0,MBA,,AI Researcher,40400,0,5.1,Reject,3,3,0,3,0.5911,1,Hire,921
"TensorFlow, NLP, Python",0,M.Tech,AWS Certified,AI Researcher,40085,2,40.0,Reject,3,0,0,2,0.5911,1,Hire,921
"SQL, React, C++",7,B.Tech,AWS Certified,Software Engineer,65733,0,87.6,Reject,2,0,3,1,0.591,1,Hire,926
"Cybersecurity, Ethical Hacking",1,PhD,AWS Certified,Cybersecurity Analyst,65601,5,48.7,Reject,4,0,1,4,0.591,1,Hire,926
"Python, NLP, Pytorch, TensorFlow",6,PhD,Deep Learning Specialization,AI Researcher,65650,3,99.6,Hire,4,1,0,4,0.591,1,Hire,926
"React, C++, Java",8,MBA,AWS Certified,Software Engineer,65676,0,92.7,Hire,3,0,3,3,0.591,1,Hire,926
"C++, SQL, Java",5,B.Tech,Google ML,Software Engineer,97505,7,94.4,Reject,2,2,3,1,0.5899,0,Reject,930
"NLP, Python, Pytorch",1,MBA,AWS Certified,AI Researcher,97459,0,43.0,Reject,3,0,0,3,0.5899,0,Reject,930
"Ethical Hacking, Networking, Linux, Cybersecurity",1,B.Sc,Google ML,Cybersecurity Analyst,97517,9,67.9,Reject,2,2,1,0,0.5899,0,Reject,930
"Python, Deep Learning, Machine Learning, SQL",8,B.Tech,,Data Scientist,41965,2,100.0,Hire,2,3,2,1,0.5864,0,Reject,933
"Linux, Cybersecurity, Ethical Hacking",7,B.Tech,,Cybersecurity Analyst,41678,8,100.0,Hire,2,3,1,1,0.5864,0,Reject,933
"SQL, C++",3,B.Tech,Deep Learning Specialization,Software Engineer,41891,4,62.1,Reject,2,1,3,1,0.5864,0,Reject,933
"Cybersecurity, Networking, Ethical Hacking, Linux",9,PhD,AWS Certified,Cybersecurity Analyst,41733,0,99.9,Hire,4,0,1,4,0.5864,0,Reject,933
"Linux, Cybersecurity",2,PhD,,Cybersecurity Analyst,41824,7,72.5,Hire,4,3,1,4,0.5864,0,Reject,933
"TensorFlow, Python, NLP",3,B.Tech,,AI Researcher,41769,3,51.7,Reject,2,3,0,1,0.5864,0,Reject,933
"Cybersecurity, Networking",0,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,42077,9,61.0,Reject,3,1,1,2,0.5864,0,Reject,933
"Pytorch, NLP",1,M.Tech,,AI Researcher,41731,5,35.1,Reject,3,3,0,2,0.5864,0,Reject,933
"Linux, Ethical Hacking",10,MBA,Google ML,Cybersecurity Analyst,41917,9,100.0,Hire,3,2,1,3,0.5864,0,Reject,933
"SQL, Machine Learning",2,B.Tech,,Data Scientist,116999,2,36.6,Reject,2,3,2,1,0.5745,1,Hire,942
"TensorFlow, Python, Pytorch, NLP",2,PhD,Deep Learning Specialization,AI Researcher,116970,3,71.1,Hire,4,1,0,4,0.5745,1,Hire,942
"Ethical Hacking, Linux",2,MBA,,Cybersecurity Analyst,116969,7,59.7,Reject,3,3,1,3,0.5745,1,Hire,942
"Pytorch, NLP",5,M.Tech,AWS Certified,AI Researcher,64489,4,82.5,Reject,3,0,0,2,0.5511,0,Reject,945
"Linux, Networking",0,B.Tech,AWS Certified,Cybersecurity Analyst,64620,6,41.1,Reject,2,0,1,1,0.5511,0,Reject,945
"SQL, Python",10,PhD,AWS Certified,Data Scientist,64417,7,99.1,Hire,4,0,2,4,0.5511,0,Reject,945
"Cybersecurity, Networking, Ethical Hacking",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,54594,2,99.0,Hire,4,1,1,4,0.5491,1,Hire,948
"SQL, Deep Learning, Python, Machine Learning",7,B.Tech,,Data Scientist,54552,2,93.5,Reject,2,3,2,1,0.5491,1,Hire,948
"SQL, Java",5,B.Sc,AWS Certified,Software Engineer,54536,0,70.5,Reject,2,0,3,0,0.5491,1,Hire,948
"Ethical Hacking, Linux",1,PhD,,Cybersecurity Analyst,95656,9,71.5,Hire,4,3,1,4,0.5418,0,Reject,951
"Cybersecurity, Linux, Ethical Hacking, Networking",7,B.Tech,AWS Certified,Cybersecurity Analyst,95709,8,99.8,Hire,2,0,1,1,0.5418,0,Reject,951
"SQL, Machine Learning",1,PhD,Deep Learning Specialization,Data Scientist,95743,4,43.1,Reject,4,1,2,4,0.5418,0,Reject,951
"Python, NLP, TensorFlow, Pytorch",9,B.Tech,AWS Certified,AI Researcher,95912,10,96.7,Hire,2,0,0,1,0.5418,0,Reject,951
"Deep Learning, Python, SQL, Machine Learning",0,PhD,,Data Scientist,95742,2,21.6,Reject,4,3,2,4,0.5418,0,Reject,951
"C++, React",2,B.Sc,AWS Certified,Software Engineer,96027,5,63.2,Hire,2,0,3,0,0.5378,0,Reject,956
"C++, React, SQL, Java",2,MBA,,Software Engineer,96229,1,40.7,Reject,3,3,3,3,0.5378,0,Reject,956
"Python, Deep Learning, SQL",4,MBA,AWS Certified,Data Scientist,95919,6,91.7,Hire,3,0,2,3,0.5378,0,Reject,956
"Python, Machine Learning",8,PhD,AWS Certified,Data Scientist,95978,4,96.1,Reject,4,0,2,4,0.5378,0,Reject,956
"Python, Machine Learning",8,B.Tech,Deep Learning Specialization,Data Scientist,95958,2,100.0,Hire,2,1,2,1,0.5378,0,Reject,956
"Deep Learning, SQL",1,M.Tech,Google ML,Data Scientist,64383,4,55.6,Reject,3,2,2,2,0.5372,1,Hire,961
"Java, C++, React, SQL",5,MBA,Deep Learning Specialization,Software Engineer,64162,7,87.9,Hire,3,1,3,3,0.5372,1,Hire,961
"TensorFlow, Pytorch, NLP, Python",6,PhD,Google ML,AI Researcher,64338,10,100.0,Hire,4,2,0,4,0.5372,1,Hire,961
"Ethical Hacking, Linux",7,PhD,,Cybersecurity Analyst,47840,0,72.5,Hire,4,3,1,4,0.5368,0,Reject,964
"NLP, Pytorch, TensorFlow",2,PhD,Deep Learning Specialization,AI Researcher,47573,3,51.5,Reject,4,1,0,4,0.5368,0,Reject,964
"Ethical Hacking, Networking, Cybersecurity",1,M.Tech,,Cybersecurity Analyst,47674,9,67.3,Reject,3,3,1,2,0.5368,0,Reject,964
"Machine Learning, Python, Deep Learning",7,B.Tech,,Data Scientist,47698,8,99.5,Hire,2,3,2,1,0.5368,0,Reject,964
"Ethical Hacking, Cybersecurity",0,B.Sc,,Cybersecurity Analyst,47079,8,46.3,Reject,2,3,1,0,0.5368,0,Reject,964
"Python, TensorFlow, Pytorch, NLP",4,B.Sc,AWS Certified,AI Researcher,47581,2,71.9,Reject,2,0,0,0,0.5368,0,Reject,964
"Java, React, C++",0,PhD,Deep Learning Specialization,Software Engineer,47445,2,35.3,Reject,4,1,3,4,0.5368,0,Reject,964
